id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,summary
425,2013,Chennai,2013-05-02,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. Chennai Super Kings decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won by 15 runs. SK Raina took home the man of the match. "
426,2013,Pune,2013-05-02,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,,the match was played in the city of Pune. the match took place inside Subrata Roy Sahara Stadium. Royal Challengers Bangalore decided to bat after winning the toss. the match was won by Royal Challengers Bangalore. the team won by 17 runs. AB de Villiers took home the man of the match. 
427,2013,Kolkata,2013-05-03,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,HDPK Dharmasena,CK Nandan,,the city of Kolkata was the host for match. the match took place inside Eden Gardens. Rajasthan Royals decided to bat after winning the toss. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. the man of the match was YK Pathan. 
428,2013,Hyderabad,2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Delhi Daredevils decided to bat after winning the toss. the match was won by Sunrisers Hyderabad. the team won with 6 wickets to spare. DJG Sammy took home the man of the match. "
429,2013,Bangalore,2013-05-14,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AC Gilchrist,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Kings XI Punjab and they chose to field. Kings XI Punjab emerged victorious. the team won with 7 wickets to spare. AC Gilchrist took home the man of the match. 
430,2013,Mumbai,2013-05-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,60,0,MG Johnson,Wankhede Stadium,HDPK Dharmasena,CK Nandan,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. the toss was won by Mumbai Indians and they chose to bat. the match was won by Mumbai Indians. the team won by 60 runs. MG Johnson took home the man of the match. 
431,2013,Jaipur,2013-05-05,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,RJ Tucker,,the match was played in the city of Jaipur. the match took place inside Sawai Mansingh Stadium. Pune Warriors decided to bat after winning the toss. Rajasthan Royals emerged victorious. the team won with 5 wickets to spare. the man of the match was AM Rahane. 
432,2013,Bangalore,2013-04-09,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. Sunrisers Hyderabad decided to bat after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 7 wickets to spare. V Kohli took home the man of the match. 
433,2013,Jaipur,2013-05-07,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,,the city of Jaipur was the host for match. the match took place inside Sawai Mansingh Stadium. the toss was won by Delhi Daredevils and they chose to bat. the match was won by Rajasthan Royals. the team won with 9 wickets to spare. AM Rahane took home the man of the match. 
434,2013,Mumbai,2013-05-07,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. Mumbai Indians decided to bat after winning the toss. the match was won by Mumbai Indians. the team won by 65 runs. the man of the match was SR Tendulkar. 
435,2013,Hyderabad,2013-05-08,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",S Das,NJ Llong,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. the toss was won by Sunrisers Hyderabad and they chose to field. Chennai Super Kings emerged victorious. the team won by 77 runs. the man of the match was SK Raina. "
436,2013,Chandigarh,2013-05-09,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,S Ravi,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. the toss was won by Rajasthan Royals and they chose to field. the match was won by Rajasthan Royals. the team won with 8 wickets to spare. KK Cooper took home the man of the match. "
437,2013,Pune,2013-05-09,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,,the city of Pune was the host for match. the venue for this match was Subrata Roy Sahara Stadium. the toss was won by Kolkata Knight Riders and they chose to bat. Kolkata Knight Riders emerged victorious. the team won by 46 runs. the man of the match was G Gambhir. 
438,2013,Delhi,2013-05-10,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla,NJ Llong,K Srinath,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to field. the match was won by Royal Challengers Bangalore. the team won by 4 runs. the man of the match was JD Unadkat. 
439,2013,Pune,2013-05-11,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,,the match was played in the city of Pune. the match took place inside Subrata Roy Sahara Stadium. the toss was won by Pune Warriors and they chose to bat. the match was won by Mumbai Indians. the team won with 5 wickets to spare. MG Johnson took home the man of the match. 
440,2013,Chandigarh,2013-05-11,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association Stadium, Mohali. Kings XI Punjab decided to field after winning the toss. the match was won by Sunrisers Hyderabad. the team won by 30 runs. the man of the match was PA Patel. "
441,2013,Ranchi,2013-05-12,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,,the match was played in the city of Ranchi. the venue for this match was JSCA International Stadium Complex. Kolkata Knight Riders decided to field after winning the toss. the match was won by Kolkata Knight Riders. the team won with 5 wickets to spare. the man of the match was JH Kallis. 
442,2013,Jaipur,2013-05-12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,,the match was played in the city of Jaipur. the venue for this match was Sawai Mansingh Stadium. Rajasthan Royals decided to field after winning the toss. Rajasthan Royals emerged victorious. the team won with 5 wickets to spare. the man of the match was SR Watson. 
443,2013,Delhi,2013-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla,VA Kulkarni,K Srinath,,the city of Delhi was the host for match. the venue for this match was Feroz Shah Kotla. the toss was won by Kings XI Punjab and they chose to field. the match was won by Kings XI Punjab. the team won with 5 wickets to spare. Harmeet Singh took home the man of the match. 
444,2013,Mumbai,2013-05-13,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. the toss was won by Sunrisers Hyderabad and they chose to bat. Mumbai Indians emerged victorious. the team won with 7 wickets to spare. the man of the match was KA Pollard. 
445,2013,Ranchi,2013-05-15,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,,the city of Ranchi was the host for match. the match took place inside JSCA International Stadium Complex. the toss was won by Kolkata Knight Riders and they chose to field. the match was won by Pune Warriors. the team won by 7 runs. MK Pandey took home the man of the match. 
446,2013,Chennai,2013-05-14,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,,"the match was played in the city of Chennai. the venue for this match was MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Chennai Super Kings. the team won by 33 runs. the man of the match was MS Dhoni. "
447,2013,Mumbai,2013-05-15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14,0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,,the city of Mumbai was the host for match. the match took place inside Wankhede Stadium. Rajasthan Royals decided to field after winning the toss. Mumbai Indians emerged victorious. the team won by 14 runs. the man of the match was AP Tare. 
448,2013,Chandigarh,2013-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,,"the match was played in the city of Chandigarh. the venue for this match was Punjab Cricket Association Stadium, Mohali. Kings XI Punjab decided to field after winning the toss. the match was won by Kings XI Punjab. the team won with 6 wickets to spare. the man of the match was DA Miller. "
449,2013,Hyderabad,2013-05-17,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,,"the city of Hyderabad was the host for match. the match took place inside Rajiv Gandhi International Stadium, Uppal. Sunrisers Hyderabad decided to bat after winning the toss. Sunrisers Hyderabad emerged victorious. the team won by 23 runs. A Mishra took home the man of the match. "
450,2013,Dharamsala,2013-05-18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,,the city of Dharamsala was the host for match. the venue for this match was Himachal Pradesh Cricket Association Stadium. Mumbai Indians decided to field after winning the toss. Kings XI Punjab emerged victorious. the team won by 50 runs. the man of the match was Azhar Mahmood. 
451,2013,Pune,2013-05-19,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,,the city of Pune was the host for match. the venue for this match was Subrata Roy Sahara Stadium. the toss was won by Pune Warriors and they chose to bat. Pune Warriors emerged victorious. the team won by 38 runs. LJ Wright took home the man of the match. 
452,2013,Bangalore,2013-05-18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Chennai Super Kings and they chose to field. Royal Challengers Bangalore emerged victorious. the team won by 24 runs. the man of the match was V Kohli. 
453,2013,Hyderabad,2013-05-19,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Kolkata Knight Riders and they chose to bat. Sunrisers Hyderabad emerged victorious. the team won with 5 wickets to spare. PA Patel took home the man of the match. "
454,2013,Delhi,2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Chennai Super Kings. the team won by 48 runs. MEK Hussey took home the man of the match. 
455,2013,Delhi,2013-05-22,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla,S Ravi,RJ Tucker,,the city of Delhi was the host for match. the venue for this match was Feroz Shah Kotla. the toss was won by Sunrisers Hyderabad and they chose to bat. Rajasthan Royals emerged victorious. the team won with 4 wickets to spare. BJ Hodge took home the man of the match. 
456,2013,Kolkata,2013-05-24,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Rajasthan Royals and they chose to bat. Mumbai Indians emerged victorious. the team won with 4 wickets to spare. Harbhajan Singh took home the man of the match. 
457,2013,Kolkata,2013-05-26,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Mumbai Indians and they chose to bat. Mumbai Indians emerged victorious. the team won by 23 runs. the man of the match was KA Pollard. 
458,2014,Abu Dhabi,2014-04-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,,the match was played in the city of Abu Dhabi. the venue for this match was Sheikh Zayed Stadium. the toss was won by Kolkata Knight Riders and they chose to bat. the match was won by Kolkata Knight Riders. the team won by 41 runs. JH Kallis took home the man of the match. 
459,2014,Sharjah,2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,,the city of Sharjah was the host for match. the venue for this match was Sharjah Cricket Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. the match was won by Royal Challengers Bangalore. the team won with 8 wickets to spare. YS Chahal took home the man of the match. 
460,2014,Abu Dhabi,2014-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,,the city of Abu Dhabi was the host for match. the match took place inside Sheikh Zayed Stadium. Chennai Super Kings decided to bat after winning the toss. Kings XI Punjab emerged victorious. the team won with 6 wickets to spare. the man of the match was GJ Maxwell. 
461,2014,Abu Dhabi,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,,the city of Abu Dhabi was the host for match. the venue for this match was Sheikh Zayed Stadium. the toss was won by Rajasthan Royals and they chose to field. Rajasthan Royals emerged victorious. the team won with 4 wickets to spare. the man of the match was AM Rahane. 
462,2014,,2014-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,,the match was played in the city of nan. the venue for this match was Dubai International Cricket Stadium. Royal Challengers Bangalore decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 7 wickets to spare. the man of the match was PA Patel. 
463,2014,,2014-04-19,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,,the city of nan was the host for match. the match took place inside Dubai International Cricket Stadium. the toss was won by Kolkata Knight Riders and they chose to bat. Delhi Daredevils emerged victorious. the team won with 4 wickets to spare. the man of the match was JP Duminy. 
464,2014,Sharjah,2014-04-20,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,,the city of Sharjah was the host for match. the venue for this match was Sharjah Cricket Stadium. Kings XI Punjab decided to field after winning the toss. Kings XI Punjab emerged victorious. the team won with 7 wickets to spare. GJ Maxwell took home the man of the match. 
465,2014,Abu Dhabi,2014-04-21,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,,the match was played in the city of Abu Dhabi. the venue for this match was Sheikh Zayed Stadium. Chennai Super Kings decided to bat after winning the toss. Chennai Super Kings emerged victorious. the team won by 93 runs. the man of the match was SK Raina. 
466,2014,Sharjah,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,,the city of Sharjah was the host for match. the venue for this match was Sharjah Cricket Stadium. Sunrisers Hyderabad decided to field after winning the toss. Kings XI Punjab emerged victorious. the team won by 72 runs. the man of the match was GJ Maxwell. 
467,2014,,2014-04-23,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,,the match was played in the city of nan. the match took place inside Dubai International Cricket Stadium. the toss was won by Rajasthan Royals and they chose to field. Chennai Super Kings emerged victorious. the team won by 7 runs. RA Jadeja took home the man of the match. 
468,2014,Sharjah,2014-04-24,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,,the city of Sharjah was the host for match. the match took place inside Sharjah Cricket Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. the match was won by Kolkata Knight Riders. the team won by 2 runs. the man of the match was CA Lynn. 
469,2014,,2014-04-25,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium,M Erasmus,S Ravi,,the match was played in the city of nan. the match took place inside Dubai International Cricket Stadium. the toss was won by Sunrisers Hyderabad and they chose to bat. the match was won by Sunrisers Hyderabad. the team won by 4 runs. the man of the match was AJ Finch. 
470,2014,,2014-04-25,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,,the city of nan was the host for match. the venue for this match was Dubai International Cricket Stadium. the toss was won by Mumbai Indians and they chose to bat. Chennai Super Kings emerged victorious. the team won with 7 wickets to spare. the man of the match was MM Sharma. 
471,2014,Abu Dhabi,2014-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium,HDPK Dharmasena,C Shamshuddin,,the city of Abu Dhabi was the host for match. the match took place inside Sheikh Zayed Stadium. Rajasthan Royals decided to field after winning the toss. Rajasthan Royals emerged victorious. the team won with 6 wickets to spare. the man of the match was PV Tambe. 
472,2014,Abu Dhabi,2014-04-26,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,,the match was played in the city of Abu Dhabi. the match took place inside Sheikh Zayed Stadium. the toss was won by Kolkata Knight Riders and they chose to field. the match was won by Kings XI Punjab. the team won by 23 runs. the man of the match was Sandeep Sharma. 
473,2014,Sharjah,2014-04-27,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,,the match was played in the city of Sharjah. the match took place inside Sharjah Cricket Stadium. Mumbai Indians decided to bat after winning the toss. the match was won by Delhi Daredevils. the team won with 6 wickets to spare. the man of the match was M Vijay. 
474,2014,Sharjah,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,,the match was played in the city of Sharjah. the venue for this match was Sharjah Cricket Stadium. Sunrisers Hyderabad decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won with 5 wickets to spare. DR Smith took home the man of the match. 
475,2014,,2014-04-28,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi,,the city of nan was the host for match. the venue for this match was Dubai International Cricket Stadium. the toss was won by Kings XI Punjab and they chose to field. the match was won by Kings XI Punjab. the team won with 5 wickets to spare. Sandeep Sharma took home the man of the match. 
476,2014,Abu Dhabi,2014-04-29,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,0,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,,the match was played in the city of Abu Dhabi. the match took place inside Sheikh Zayed Stadium. Rajasthan Royals decided to bat after winning the toss. Rajasthan Royals emerged victorious. the team won with 0 wickets to spare. JP Faulkner took home the man of the match. 
477,2014,,2014-04-30,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,,the city of nan was the host for match. the venue for this match was Dubai International Cricket Stadium. the toss was won by Mumbai Indians and they chose to field. the match was won by Sunrisers Hyderabad. the team won by 15 runs. B Kumar took home the man of the match. 
478,2014,Ranchi,2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,,the match was played in the city of Ranchi. the match took place inside JSCA International Stadium Complex. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Chennai Super Kings. the team won by 34 runs. RA Jadeja took home the man of the match. 
479,2014,Mumbai,2014-05-03,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,,the city of Mumbai was the host for match. the venue for this match was Wankhede Stadium. the toss was won by Kings XI Punjab and they chose to bat. the match was won by Mumbai Indians. the team won with 5 wickets to spare. CJ Anderson took home the man of the match. 
480,2014,Delhi,2014-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Rajasthan Royals and they chose to field. Rajasthan Royals emerged victorious. the team won with 7 wickets to spare. the man of the match was KK Nair. 
481,2014,Bangalore,2014-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,,the city of Bangalore was the host for match. the match took place inside M Chinnaswamy Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. Royal Challengers Bangalore emerged victorious. the team won with 4 wickets to spare. the man of the match was AB de Villiers. 
482,2014,Ahmedabad,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,,"the match was played in the city of Ahmedabad. the venue for this match was Sardar Patel Stadium, Motera. the toss was won by Kolkata Knight Riders and they chose to field. Rajasthan Royals emerged victorious. the team won by 10 runs. the man of the match was PV Tambe. "
483,2014,Delhi,2014-05-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Chennai Super Kings and they chose to field. Chennai Super Kings emerged victorious. the team won with 8 wickets to spare. DR Smith took home the man of the match. 
484,2014,Mumbai,2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,,the match was played in the city of Mumbai. the match took place inside Wankhede Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. Mumbai Indians emerged victorious. the team won by 19 runs. RG Sharma took home the man of the match. 
485,2014,Delhi,2014-05-07,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to bat. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. G Gambhir took home the man of the match. 
486,2014,Cuttack,2014-05-07,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,,the match was played in the city of Cuttack. the match took place inside Barabati Stadium. the toss was won by Chennai Super Kings and they chose to field. the match was won by Kings XI Punjab. the team won by 44 runs. GJ Maxwell took home the man of the match. 
487,2014,Ahmedabad,2014-05-08,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,,"the city of Ahmedabad was the host for match. the venue for this match was Sardar Patel Stadium, Motera. the toss was won by Rajasthan Royals and they chose to field. the match was won by Sunrisers Hyderabad. the team won by 32 runs. B Kumar took home the man of the match. "
488,2014,Bangalore,2014-05-09,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Royal Challengers Bangalore and they chose to field. Kings XI Punjab emerged victorious. the team won by 32 runs. Sandeep Sharma took home the man of the match. 
489,2014,Delhi,2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. the toss was won by Sunrisers Hyderabad and they chose to field. Sunrisers Hyderabad emerged victorious. the team won with 8 wickets to spare. the man of the match was DW Steyn. 
